Time,temperature
10:52:57,0.00
10:52:58,33.20
10:52:59,33.69
10:53:0,34.66
10:53:1,32.22
10:53:2,32.71
10:53:3,33.20
10:53:4,32.71
10:53:5,33.20
10:53:6,33.69
10:53:7,33.20
10:53:8,32.22
10:53:9,33.20
10:53:10,33.20
10:53:11,33.69
10:53:12,32.22
10:53:13,33.20
10:53:14,32.71
10:53:15,33.20
10:53:16,33.20
10:53:17,33.69
10:53:18,32.71
10:53:19,32.71
10:53:20,33.20
10:53:21,33.20
10:53:22,32.22
10:53:23,32.71
10:53:24,33.20
10:53:25,32.22
10:53:26,33.69
10:53:27,32.71
10:53:28,33.20
10:53:29,32.71
10:53:30,32.71
10:53:31,33.20
10:53:32,32.71
10:53:33,33.20
10:53:34,32.71
10:53:35,32.71
10:53:36,33.20
10:53:37,33.20
10:53:38,33.20
10:53:39,32.71
10:53:40,33.69
10:53:41,33.20
10:53:42,33.20
10:53:43,33.69
10:53:44,33.20
10:53:45,32.22
10:53:46,32.71
10:53:47,32.71
10:53:48,33.20
10:53:49,32.71
10:53:50,32.71
10:53:51,32.71
10:53:52,33.20
10:53:53,33.20
10:53:54,33.20
10:53:55,32.71
10:53:56,33.69
10:53:57,33.69
10:53:58,32.71
10:53:59,32.22
10:54:0,34.66
10:54:1,33.69
10:54:2,33.20
10:54:3,33.69
10:54:4,33.20
10:54:5,32.71
10:54:6,33.20
10:54:7,33.69
10:54:8,32.22
10:54:9,32.71
10:54:10,32.71
10:54:11,31.73
10:54:12,33.20
10:54:13,32.71
10:54:14,32.71
10:54:15,33.20
10:54:16,32.22
10:54:17,33.69
10:54:18,33.69
10:54:19,32.71
10:54:20,32.71
10:54:21,33.20
10:54:22,33.20
10:54:23,32.71
10:54:24,33.20
10:54:25,33.20
10:54:26,33.20
10:54:27,33.20
10:54:28,32.71
10:54:29,32.22
10:54:30,33.20
10:54:31,33.20
10:54:32,32.71
10:54:33,34.66
10:54:34,33.20
10:54:35,33.69
10:54:36,32.71
10:54:37,33.20
10:54:38,33.69
10:54:39,31.73
10:54:40,32.22
10:54:41,32.22
10:54:42,33.20
10:54:43,33.20
10:54:44,32.22
10:54:45,34.17
10:54:46,32.71
10:54:47,33.20
10:54:48,32.71
10:54:49,32.71
10:54:51,33.20
10:54:52,31.73
10:54:53,33.20
10:54:54,34.17
10:54:55,33.20
10:54:56,32.71
10:54:57,31.73
10:54:58,33.69
10:54:59,32.71
10:55:0,32.71
10:55:1,32.22
10:55:2,34.17
10:55:3,33.69
10:55:4,33.69
10:55:5,33.20
10:55:6,33.69
10:55:7,33.69
10:55:8,33.69
10:55:9,33.69
10:55:10,33.69
10:55:11,33.20
10:55:12,33.20
10:55:13,33.20
10:55:14,33.20
10:55:15,33.20
10:55:16,32.71
10:55:17,33.20
10:55:18,33.20
10:55:19,33.20
10:55:20,32.71
10:55:21,32.71
10:55:22,32.71
10:55:23,33.20
10:55:24,33.69
10:55:25,33.69
10:55:26,33.69
10:55:27,33.20
10:55:28,33.69
10:55:29,32.71
10:55:30,33.20
10:55:31,33.69
10:55:32,33.69
10:55:33,31.73
10:55:34,33.20
10:55:35,33.20
10:55:36,32.71
10:55:37,32.71
10:55:38,32.71
10:55:39,33.20
10:55:40,33.20
10:55:41,32.71
10:55:42,33.20
10:55:43,32.71
10:55:44,33.20
10:55:45,32.71
10:55:46,33.69
10:55:47,33.20
10:55:48,32.71
10:55:49,33.69
10:55:50,33.69
10:55:51,32.71
10:55:52,34.17
10:55:53,33.20
10:55:54,33.20
10:55:55,32.71
10:55:56,33.69
10:55:57,32.71
10:55:58,32.71
10:55:59,33.20
10:56:0,33.20
10:56:1,33.69
10:56:2,32.71
10:56:3,32.22
10:56:4,32.71
10:56:5,33.69
10:56:6,33.69
10:56:7,33.20
10:56:8,33.69
10:56:9,33.20
10:56:10,34.17
10:56:11,33.69
10:56:12,33.69
10:56:13,33.20
10:56:14,32.71
10:56:15,33.69
10:56:16,33.20
10:56:17,33.69
10:56:18,32.22
10:56:19,33.20
10:56:20,33.20
10:56:21,32.71
10:56:22,33.69
10:56:23,33.69
10:56:24,32.22
10:56:25,33.20
10:56:26,32.71
10:56:27,33.20
10:56:28,32.71
10:56:29,33.20
10:56:30,32.71
10:56:31,33.20
10:56:32,33.20
10:56:33,33.69
10:56:34,33.20
10:56:35,33.20
10:56:36,34.17
10:56:37,32.71
10:56:38,33.69
10:56:39,34.17
10:56:40,32.22
10:56:41,32.71
10:56:42,33.20
10:56:43,33.69
10:56:44,32.71
10:56:45,33.69
10:56:46,33.20
10:56:47,33.69
10:56:48,33.69
10:56:49,32.71
10:56:50,32.71
10:56:51,33.69
10:56:52,33.20
10:56:53,33.69
10:56:54,33.69
10:56:55,33.20
10:56:56,32.71
10:56:57,32.71
10:56:58,33.20
10:56:59,33.20
10:57:0,32.71
10:57:1,33.20
10:57:2,31.73
10:57:3,33.20
10:57:4,32.22
10:57:5,32.22
10:57:7,32.22
10:57:8,33.69
10:57:9,32.71
10:57:10,32.22
10:57:11,32.71
10:57:12,33.69
10:57:13,33.20
10:57:14,32.71
10:57:15,33.69
10:57:16,33.20
10:57:17,32.71
10:57:18,32.22
10:57:19,32.71
10:57:20,32.71
10:57:21,32.22
10:57:22,33.69
10:57:23,33.20
10:57:24,33.69
10:57:25,33.69
10:57:26,33.20
10:57:27,32.71
10:57:28,33.20
10:57:29,33.20
10:57:30,32.71
10:57:31,32.71
10:57:32,32.22
10:57:33,33.20
10:57:34,32.22
10:57:35,33.69
10:57:36,32.22
10:57:37,33.69
10:57:38,32.71
10:57:39,32.22
10:57:40,33.69
10:57:41,32.71
10:57:42,34.66
10:57:43,32.71
10:57:44,33.20
10:57:45,32.71
10:57:46,32.22
10:57:47,32.22
10:57:48,32.22
10:57:49,33.69
10:57:50,34.17
10:57:51,33.20
10:57:52,32.71
10:57:53,33.20
10:57:54,33.69
10:57:55,33.20
10:57:56,33.20
10:57:57,32.71
10:57:58,32.71
10:57:59,32.71
10:58:0,33.20
10:58:1,32.71
10:58:2,34.17
10:58:3,33.69
10:58:4,33.69
10:58:5,33.20
10:58:6,32.71
10:58:7,33.20
10:58:8,33.69
10:58:9,32.22
10:58:10,32.71
10:58:11,33.20
10:58:12,33.69
10:58:13,33.20
10:58:14,32.71
10:58:15,33.20
10:58:16,33.20
10:58:17,33.20
10:58:18,33.69
10:58:19,33.69
10:58:20,32.71
10:58:21,33.69
10:58:22,33.20
10:58:23,33.20
10:58:24,33.20
10:58:25,32.71
10:58:26,32.71
10:58:27,32.71
10:58:28,33.20
10:58:29,32.22
10:58:30,32.22
10:58:31,32.71
10:58:32,33.20
10:58:33,31.73
10:58:34,35.15
10:58:35,33.20
10:58:36,34.17
10:58:37,32.71
10:58:38,33.20
10:58:39,33.69
10:58:40,32.71
10:58:41,33.20
10:58:42,34.66
10:58:43,33.69
10:58:44,32.71
10:58:45,32.71
10:58:46,33.69
10:58:47,33.69
10:58:48,32.71
10:58:49,33.20
10:58:50,32.71
10:58:51,33.69
10:58:52,32.71
10:58:53,33.20
10:58:54,32.71
10:58:55,33.20
10:58:56,33.20
10:58:57,33.69
10:58:58,33.69
10:58:59,32.71
10:59:0,33.69
10:59:1,33.69
10:59:2,33.20
10:59:3,33.20
10:59:4,33.69
10:59:5,32.71
10:59:6,32.22
10:59:7,33.69
10:59:8,33.20
10:59:9,34.17
10:59:10,32.71
10:59:11,32.22
10:59:12,34.17
10:59:13,32.71
10:59:14,33.20
10:59:15,33.20
10:59:16,33.20
10:59:17,32.22
10:59:18,32.71
10:59:19,33.20
10:59:20,32.71
10:59:22,32.71
10:59:23,33.69
10:59:24,32.71
10:59:25,33.20
10:59:26,33.20
10:59:27,32.71
10:59:28,33.20
10:59:29,33.20
10:59:30,33.20
10:59:31,33.20
10:59:32,33.69
10:59:33,32.71
10:59:34,33.69
10:59:35,32.71
10:59:36,33.69
10:59:37,33.69
10:59:38,32.22
10:59:39,32.22
10:59:40,32.22
10:59:41,33.20
10:59:42,32.71
10:59:43,33.20
10:59:44,33.20
10:59:45,33.69
10:59:46,32.71
10:59:47,33.69
10:59:48,33.20
10:59:49,32.22
10:59:50,33.69
10:59:51,33.69
10:59:52,33.20
10:59:53,32.71
10:59:54,33.20
10:59:55,32.22
10:59:56,32.22
10:59:57,31.73
10:59:58,32.71
10:59:59,33.69
11:0:0,32.22
11:0:1,32.71
11:0:2,33.20
11:0:3,33.69
11:0:4,32.71
11:0:5,32.71
11:0:6,32.71
11:0:7,32.71
11:0:8,33.20
11:0:9,33.20
11:0:10,33.69
11:0:11,33.20
11:0:12,32.22
11:0:13,33.69
11:0:14,33.20
11:0:15,33.69
11:0:16,33.69
11:0:17,33.20
11:0:18,32.71
11:0:19,33.20
11:0:20,33.69
11:0:21,32.71
11:0:22,33.69
11:0:23,33.69
11:0:24,32.22
11:0:25,33.69
11:0:26,32.71
11:0:27,33.20
11:0:28,33.20
11:0:29,31.73
11:0:30,31.73
11:0:31,33.20
11:0:32,33.20
11:0:33,32.22
11:0:34,32.71
11:0:35,32.22
11:0:36,32.22
11:0:37,32.71
11:0:38,33.20
11:0:39,33.20
11:0:40,32.22
11:0:41,33.69
11:0:42,32.71
11:0:43,32.22
11:0:44,33.20
11:0:45,32.22
11:0:46,32.71
11:0:47,32.71
11:0:48,32.22
11:0:49,33.20
11:0:50,33.20
11:0:51,32.22
11:0:52,31.73
11:0:53,33.20
11:0:54,33.69
11:0:55,32.22
11:0:56,32.22
11:0:57,32.22
11:0:58,32.71
11:0:59,33.20
11:1:0,33.20
11:1:1,32.71
11:1:2,32.22
11:1:3,31.73
11:1:4,32.22
11:1:5,32.71
11:1:6,32.22
11:1:7,31.25
11:1:8,34.17
11:1:9,33.20
11:1:10,32.71
11:1:11,33.20
11:1:12,31.73
11:1:13,32.71
11:1:14,32.71
11:1:15,33.20
11:1:16,33.20
11:1:17,34.66
11:1:18,33.20
11:1:19,32.22
11:1:20,33.20
11:1:21,31.73
11:1:22,33.20
11:1:23,32.22
11:1:24,31.73
11:1:25,32.71
11:1:26,33.20
11:1:27,31.73
11:1:28,33.20
11:1:29,32.22
11:1:30,32.22
11:1:31,32.22
11:1:32,32.22
11:1:33,33.20
11:1:34,33.20
11:1:36,32.22
11:1:37,33.20
11:1:38,32.22
11:1:39,32.71
11:1:40,32.71
11:1:41,31.73
11:1:42,32.71
11:1:43,33.20
11:1:44,32.71
11:1:45,31.73
11:1:46,31.73
11:1:47,31.73
11:1:48,33.20
11:1:49,32.22
11:1:50,32.22
11:1:51,33.69
11:1:52,32.71
11:1:53,31.73
11:1:54,32.71
11:1:55,32.22
11:1:56,32.71
11:1:57,32.71
11:1:58,32.22
11:1:59,32.22
11:2:0,32.71
11:2:1,32.71
11:2:2,32.71
11:2:3,32.71
11:2:4,32.22
11:2:5,32.22
11:2:6,31.25
11:2:7,31.73
11:2:8,31.73
11:2:9,32.22
11:2:10,31.73
11:2:11,31.73
11:2:12,31.73
11:2:13,31.73
11:2:14,31.73
11:2:15,31.73
11:2:16,31.73
11:2:17,31.25
11:2:18,31.25
11:2:19,31.25
11:2:20,31.73
11:2:21,32.22
11:2:22,31.73
11:2:23,31.25
11:2:24,31.25
11:2:25,32.22
11:2:26,32.22
11:2:27,31.73
11:2:28,32.22
11:2:29,31.25
11:2:30,32.22
11:2:31,31.73
11:2:32,31.73
11:2:33,31.25
11:2:34,29.78
11:2:35,31.25
11:2:36,31.25
11:2:37,30.27
11:2:38,32.22
11:2:39,30.76
11:2:40,31.25
11:2:41,30.76
11:2:42,31.25
11:2:43,33.20
11:2:44,31.25
11:2:45,31.73
11:2:46,31.73
11:2:47,32.22
11:2:48,31.25
11:2:49,30.76
11:2:50,32.22
11:2:51,31.73
11:2:52,30.76
11:2:53,29.78
11:2:54,31.25
11:2:55,32.22
11:2:56,31.25
11:2:57,33.20
11:2:58,31.25
11:2:59,31.25
11:3:0,31.73
11:3:1,31.73
11:3:2,32.71
11:3:3,30.76
11:3:4,31.25
11:3:5,31.25
11:3:6,31.73
11:3:7,30.76
11:3:8,31.25
11:3:9,31.25
11:3:10,32.22
11:3:11,30.76
11:3:12,30.76
11:3:13,30.27
11:3:14,32.22
11:3:15,31.73
11:3:16,31.25
11:3:17,30.27
11:3:18,30.76
11:3:19,31.25
11:3:20,29.78
11:3:21,31.73
11:3:22,30.76
11:3:23,30.76
11:3:24,31.73
11:3:25,30.76
11:3:26,30.27
11:3:27,30.27
11:3:28,30.76
11:3:29,30.76
11:3:30,30.27
11:3:31,30.76
11:3:32,30.76
11:3:33,31.25
11:3:34,32.22
11:3:35,31.25
11:3:36,31.25
11:3:37,30.76
11:3:38,30.76
11:3:39,31.25
11:3:40,31.73
11:3:41,30.27
11:3:42,31.73
11:3:43,30.76
11:3:44,29.78
11:3:45,30.27
11:3:46,30.27
11:3:47,30.76
11:3:48,30.76
11:3:49,30.27
11:3:51,29.78
11:3:52,29.78
11:3:53,31.73
11:3:54,31.73
11:3:55,30.76
11:3:56,30.27
11:3:57,31.25
11:3:58,30.27
11:3:59,32.22
11:4:0,30.76
11:4:1,31.25
11:4:2,30.76
11:4:3,29.78
11:4:4,30.76
11:4:5,29.78
11:4:6,30.27
11:4:7,30.76
11:4:8,30.76
11:4:9,29.78
11:4:10,30.76
11:4:11,30.27
11:4:12,30.27
11:4:13,29.78
11:4:14,29.78
11:4:15,30.76
11:4:16,30.27
11:4:17,30.76
11:4:18,30.76
11:4:19,29.78
11:4:20,30.76
11:4:21,30.27
11:4:22,30.27
11:4:23,31.25
11:4:24,30.27
11:4:25,30.76
11:4:26,30.27
11:4:27,29.29
11:4:28,30.27
11:4:29,30.76
11:4:30,30.76
11:4:31,29.29
11:4:32,30.27
11:4:33,29.29
11:4:34,30.27
11:4:35,29.78
11:4:36,29.78
11:4:37,29.29
11:4:38,30.76
11:4:39,30.76
11:4:40,29.78
11:4:41,30.76
11:4:42,30.27
11:4:43,30.27
11:4:44,29.78
11:4:45,29.78
11:4:46,29.29
11:4:47,29.29
11:4:48,29.78
11:4:49,30.76
11:4:50,29.29
11:4:51,30.76
11:4:52,30.27
11:4:53,29.78
11:4:54,30.76
11:4:55,29.78
11:4:56,30.76
11:4:57,29.78
11:4:58,29.78
11:4:59,30.27
11:5:0,30.27
11:5:1,30.27
11:5:2,30.76
11:5:3,30.27
11:5:4,29.78
11:5:5,29.29
11:5:6,30.76
11:5:7,28.80
11:5:8,29.78
11:5:9,30.27
11:5:10,29.29
11:5:11,29.29
11:5:12,29.29
11:5:13,30.27
11:5:14,29.29
11:5:15,30.76
11:5:16,30.76
11:5:17,29.78
11:5:18,29.78
11:5:19,29.78
11:5:20,29.29
11:5:21,28.80
11:5:22,28.80
11:5:23,29.78
11:5:24,29.78
11:5:25,29.29
11:5:26,29.29
11:5:27,29.78
11:5:28,29.29
11:5:29,30.76
11:5:30,30.27
11:5:31,29.78
11:5:32,29.29
11:5:33,30.27
11:5:34,30.27
11:5:35,30.76
11:5:36,28.32
11:5:37,30.27
11:5:38,29.29
11:5:39,29.29
11:5:40,30.27
11:5:41,29.78
11:5:42,30.27
11:5:43,29.78
11:5:44,30.27
11:5:45,30.27
11:5:46,28.80
11:5:47,29.78
11:5:48,29.78
11:5:49,28.80
11:5:50,30.27
11:5:51,29.78
11:5:52,29.78
11:5:53,30.76
11:5:54,29.78
11:5:55,31.25
11:5:56,28.80
11:5:57,28.80
11:5:58,29.29
11:5:59,29.78
11:6:0,30.27
11:6:1,29.29
11:6:2,28.80
11:6:3,29.78
11:6:4,28.80
11:6:6,29.78
11:6:7,29.29
11:6:8,28.80
11:6:9,29.78
11:6:10,29.29
11:6:11,28.80
11:6:12,29.78
11:6:13,28.80
11:6:14,29.29
11:6:15,29.29
11:6:16,29.78
11:6:17,29.29
11:6:18,29.78
11:6:19,29.29
11:6:20,28.32
11:6:21,29.78
11:6:22,29.29
11:6:23,30.27
11:6:24,30.27
11:6:25,29.29
11:6:26,28.80
11:6:27,29.29
11:6:28,30.27
11:6:29,29.78
11:6:30,29.29
11:6:31,29.78
11:6:32,28.80
11:6:33,30.27
11:6:34,29.29
11:6:35,29.29
11:6:36,29.78
11:6:37,29.29
11:6:38,28.80
11:6:39,29.29
11:6:40,28.80
11:6:41,29.29
11:6:42,29.78
11:6:43,29.78
11:6:44,29.29
11:6:45,30.27
11:6:46,29.78
11:6:47,29.29
11:6:48,29.78
11:6:49,29.29
11:6:50,28.80
11:6:51,29.29
11:6:52,28.80
11:6:53,29.29
11:6:54,28.32
11:6:55,28.80
11:6:56,29.29
11:6:57,29.78
11:6:58,29.78
11:6:59,29.78
11:7:0,29.29
11:7:1,28.32
11:7:2,29.78
11:7:3,28.80
11:7:4,28.80
11:7:5,28.32
11:7:6,29.29
11:7:7,29.29
11:7:8,28.80
11:7:9,28.80
11:7:10,29.78
11:7:11,29.29
11:7:12,29.78
11:7:13,28.80
11:7:14,29.29
11:7:15,28.80
11:7:16,28.80
11:7:17,28.80
11:7:18,29.29
11:7:19,28.80
11:7:20,28.80
11:7:21,29.29
11:7:22,29.29
11:7:23,29.29
11:7:24,29.29
11:7:25,28.32
11:7:26,29.29
11:7:27,29.29
11:7:28,29.29
11:7:29,29.29
11:7:30,28.80
11:7:31,29.29
11:7:32,27.83
11:7:33,28.80
11:7:34,28.32
11:7:35,28.32
11:7:36,29.29
11:7:37,28.80
11:7:38,28.80
11:7:39,28.80
11:7:40,29.29
11:7:41,29.29
11:7:42,28.32
11:7:43,29.29
11:7:44,28.80
11:7:45,27.83
11:7:46,27.34
11:7:47,28.80
11:7:48,27.83
11:7:49,30.27
11:7:50,28.32
11:7:51,29.29
11:7:52,27.83
11:7:53,27.34
11:7:54,27.83
11:7:55,28.80
11:7:56,28.80
11:7:57,29.29
11:7:58,28.32
11:7:59,28.32
11:8:0,28.80
11:8:1,29.29
11:8:2,28.32
11:8:3,28.32
11:8:4,28.32
11:8:5,28.32
11:8:6,28.80
11:8:7,29.29
11:8:8,28.80
11:8:9,28.32
11:8:10,28.80
11:8:11,28.32
11:8:12,27.83
11:8:13,27.83
11:8:14,28.80
11:8:15,28.80
11:8:16,29.29
11:8:17,29.78
11:8:18,28.32
11:8:19,27.34
11:8:21,28.80
11:8:22,28.32
11:8:23,28.32
11:8:24,28.80
11:8:25,29.29
11:8:26,27.83
11:8:27,28.80
11:8:28,28.32
11:8:29,28.32
11:8:30,28.80
11:8:31,29.29
11:8:32,28.80
11:8:33,28.80
11:8:34,28.80
11:8:35,27.34
11:8:36,27.83
11:8:37,28.32
11:8:38,27.34
11:8:39,28.32
11:8:40,27.34
11:8:41,27.83
11:8:42,27.34
11:8:43,28.32
11:8:44,29.29
11:8:45,28.80
11:8:46,28.32
11:8:47,29.78
11:8:48,28.80
11:8:49,27.83
11:8:50,28.80
11:8:51,28.32
11:8:52,27.83
11:8:53,28.32
11:8:54,29.29
11:8:55,28.32
11:8:56,27.34
11:8:57,28.32
11:8:58,28.80
11:8:59,28.32
11:9:0,28.80
11:9:1,27.83
11:9:2,28.80
11:9:3,28.80
11:9:4,29.29
11:9:5,28.80
11:9:6,28.32
11:9:7,28.32
11:9:8,28.80
11:9:9,27.34
11:9:10,28.80
11:9:11,27.34
11:9:12,28.32
11:9:13,27.83
11:9:14,29.78
11:9:15,28.32
11:9:16,28.80
11:9:17,28.32
11:9:18,27.83
11:9:19,28.32
11:9:20,28.80
11:9:21,27.34
11:9:22,27.83
11:9:23,28.80
11:9:24,28.32
11:9:25,28.80
11:9:26,27.83
11:9:27,27.34
11:9:28,28.80
11:9:29,28.32
11:9:30,27.34
11:9:31,28.32
11:9:32,28.32
11:9:33,27.34
11:9:34,27.34
11:9:35,27.34
11:9:36,27.83
11:9:37,27.34
11:9:38,27.83
11:9:39,27.83
11:9:40,28.32
11:9:41,27.34
11:9:42,29.29
11:9:43,28.80
11:9:44,27.34
11:9:45,28.80
11:9:46,28.32
11:9:47,28.80
11:9:48,28.32
11:9:49,28.32
11:9:50,27.83
11:9:51,29.78
11:9:52,27.34
11:9:53,28.32
11:9:54,28.32
11:9:55,28.32
11:9:56,27.83
11:9:57,28.80
11:9:58,27.83
11:9:59,28.32
11:10:0,28.80
11:10:1,28.32
11:10:2,27.83
11:10:3,27.83
11:10:4,27.34
11:10:5,28.32
11:10:6,27.34
11:10:7,27.83
11:10:8,26.85
11:10:9,28.80
11:10:10,28.32
11:10:11,27.83
11:10:12,27.34
11:10:13,27.34
11:10:14,27.34
11:10:15,28.80
11:10:16,27.83
11:10:17,27.34
11:10:18,28.32
11:10:19,28.80
11:10:20,27.34
11:10:21,28.32
11:10:22,27.83
11:10:23,28.80
11:10:24,28.32
11:10:25,27.83
11:10:26,28.32
11:10:27,28.32
11:10:28,27.83
11:10:29,27.83
11:10:30,26.85
11:10:31,28.32
11:10:33,27.34
11:10:34,27.83
11:10:35,28.32
11:10:36,27.83
11:10:37,28.32
11:10:38,28.32
11:10:39,28.32
11:10:40,27.83
11:10:41,28.80
11:10:42,27.83
11:10:43,28.32
11:10:44,28.32
11:10:45,27.83
11:10:46,27.34
11:10:47,28.32
11:10:48,27.34
11:10:49,27.34
11:10:50,27.83
11:10:51,26.85
11:10:52,27.34
11:10:53,28.32
11:10:54,28.32
11:10:55,27.34
11:10:56,27.83
11:10:57,27.34
11:10:58,28.32
11:10:59,27.83
11:11:0,27.83
11:11:1,27.83
11:11:2,28.32
11:11:3,27.34
11:11:4,27.83
11:11:5,27.83
11:11:6,26.85
11:11:7,28.32
11:11:8,28.32
11:11:9,27.34
11:11:10,27.83
11:11:11,27.83
11:11:12,28.32
11:11:13,27.83
11:11:14,28.80
11:11:15,27.34
11:11:16,27.34
11:11:17,27.34
11:11:18,27.83
11:11:19,27.83
11:11:20,25.87
11:11:21,27.83
11:11:22,27.34
11:11:23,28.32
11:11:24,26.85
11:11:25,26.85
11:11:26,25.87
11:11:27,27.34
11:11:28,26.85
11:11:29,26.36
11:11:30,27.83
11:11:31,27.83
11:11:32,27.83
11:11:33,27.83
11:11:34,28.32
11:11:35,27.34
11:11:36,27.34
11:11:37,27.83
11:11:38,26.36
11:11:39,26.36
11:11:40,26.36
11:11:41,27.83
11:11:42,26.36
11:11:43,27.83
11:11:44,27.34
11:11:45,26.85
11:11:46,27.83
11:11:47,26.36
11:11:48,27.34
11:11:49,26.36
11:11:50,27.34
11:11:51,27.83
11:11:52,26.85
11:11:53,28.32
11:11:54,26.85
11:11:55,27.83
11:11:56,26.36
11:11:57,27.83
11:11:58,27.34
11:11:59,26.85
11:12:0,27.83
11:12:1,27.83
11:12:2,28.32
11:12:3,27.34
11:12:4,27.34
11:12:5,27.34
11:12:6,27.83
11:12:7,27.83
11:12:8,27.83
11:12:9,27.34
11:12:10,27.34
11:12:11,27.83
11:12:12,27.34
11:12:13,27.83
11:12:14,27.83
11:12:15,27.83
11:12:16,27.34
11:12:17,26.36
11:12:18,27.83
11:12:19,27.83
11:12:20,26.36
11:12:21,27.34
11:12:22,27.83
11:12:23,27.83
11:12:24,27.83
11:12:25,26.36
11:12:26,26.36
11:12:27,26.85
11:12:28,26.36
11:12:29,26.36
11:12:30,27.34
11:12:31,27.83
11:12:32,26.36
11:12:33,26.85
11:12:34,27.83
11:12:35,26.85
11:12:36,27.34
11:12:37,26.85
11:12:38,27.34
11:12:39,27.34
11:12:40,26.85
11:12:41,28.32
11:12:42,27.34
11:12:43,27.34
11:12:44,27.83
11:12:45,27.34
11:12:46,27.83
11:12:47,26.85
11:12:49,27.34
11:12:50,27.83
11:12:51,27.34
11:12:52,26.36
11:12:53,26.85
11:12:54,26.85
11:12:55,26.36
11:12:56,27.34
11:12:57,26.36
11:12:58,26.85
11:12:59,27.34
11:13:0,27.34
11:13:1,26.85
11:13:2,26.36
11:13:3,27.34
11:13:4,27.83
11:13:5,26.36
11:13:6,27.34
11:13:7,26.85
11:13:8,27.34
11:13:9,27.34
11:13:10,26.36
11:13:11,27.34
11:13:12,27.34
11:13:13,26.36
11:13:14,28.32
11:13:15,26.85
11:13:16,27.83
11:13:17,27.34
11:13:18,27.34
11:13:19,27.34
11:13:20,27.83
11:13:21,26.36
11:13:22,27.34
11:13:23,27.34
11:13:24,27.83
11:13:25,27.83
11:13:26,27.83
11:13:27,26.85
11:13:28,28.32
11:13:29,26.85
11:13:30,25.87
11:13:31,27.34
11:13:32,27.83
11:13:33,26.85
11:13:34,26.85
11:13:35,26.85
11:13:36,27.34
11:13:37,27.34
11:13:38,27.83
11:13:39,27.34
11:13:40,27.34
11:13:41,27.34
11:13:42,26.36
11:13:43,26.85
11:13:44,27.83
11:13:45,27.34
11:13:46,27.83
11:13:47,26.85
11:13:48,26.85
11:13:49,26.85
11:13:50,26.85
11:13:51,26.85
11:13:52,27.83
11:13:53,27.83
11:13:54,27.83
11:13:55,26.85
11:13:56,27.34
11:13:57,26.36
11:13:58,28.32
11:13:59,27.34
11:14:0,26.85
11:14:1,27.83
11:14:2,27.83
11:14:3,27.83
11:14:4,27.83
11:14:5,27.34
11:14:6,27.83
11:14:7,27.34
11:14:8,27.34
11:14:9,27.83
11:14:10,27.83
11:14:11,26.85
11:14:12,26.36
11:14:13,26.36
11:14:14,27.83
11:14:15,27.83
11:14:16,26.85
11:14:17,26.85
11:14:18,27.34
11:14:19,26.36
11:14:20,27.34
11:14:21,26.36
11:14:22,27.83
11:14:23,26.85
11:14:24,27.83
11:14:25,27.34
11:14:26,27.83
11:14:27,27.83
11:14:28,27.34
11:14:29,27.34
11:14:30,26.85
11:14:31,27.34
11:14:32,26.85
11:14:33,27.34
11:14:34,26.85
11:14:35,26.85
11:14:36,27.34
11:14:37,26.36
11:14:38,27.34
11:14:39,27.83
11:14:40,26.36
11:14:41,26.85
11:14:42,26.85
11:14:43,26.85
11:14:44,26.85
11:14:45,27.83
11:14:46,27.34
11:14:47,26.85
11:14:48,27.34
11:14:49,26.36
11:14:50,26.85
11:14:51,27.83
11:14:52,27.83
11:14:53,26.36
11:14:54,27.34
11:14:55,27.34
11:14:56,26.85
11:14:57,26.36
11:14:58,27.34
11:14:59,26.36
11:15:0,27.34
11:15:1,26.36
11:15:3,27.83
11:15:4,27.34
11:15:5,27.34
11:15:6,28.32
11:15:7,26.36
